,book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
5442,41706,Clive Cussler,1976.0,Raise the Titanic!,"Raise the Titanic! (Dirk Pitt, #4)",eng,3.96,18945
5443,45432,Eoin Colfer,2004.0,The Supernaturalist,The Supernaturalist,en-US,3.85,23010
5444,199782,Meg Cabot,2007.0,Queen of Babble in the Big City,"Queen of Babble in the Big City (Queen of Babble, #2)",eng,3.77,24000
5445,420404,Dr. Seuss,1958.0,Yertle the Turtle (Classic Seuss),Yertle the Turtle and Other Stories,eng,4.13,24972
5447,19661,Rohinton Mistry,2001.0,Family Matters,Family Matters,eng,3.99,16790
5448,132900,Harvey Karp,2002.0,The Happiest Baby on the Block,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,eng,3.92,13035
5450,6765740,Dee Lestari,2004.0,Perahu Kertas,Perahu Kertas,ind,3.94,13927
5451,1025250,Gordon Korman,2000.0,Schooled,Schooled,en-US,3.82,20411
5452,13193855,"Dallas Hartwig, Melissa Hartwig",2012.0,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,en-US,4.09,13643
5453,430968,Ted Kerasote,2007.0,Merle's Door: Lessons from a Freethinking Dog,Merle's Door: Lessons from a Freethinking Dog,en-US,4.18,14953
5454,141372,Gary Paulsen,1996.0,Brian's Winter,"Brian's Winter (Brian's Saga, #3)",en-US,3.98,16861
5455,11208,Julia Alvarez,1991.0,How the Garcia Girls Lost Their Accents ,How the García Girls Lost Their Accents ,eng,3.62,15231
5456,17558817,"J. Lynn, Jennifer L. Armentrout",2014.0,Be with Me,"Be with Me (Wait for You, #2)",eng,4.15,32046
5457,372319,Louisa May Alcott,1886.0,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""","Jo's Boys (Little Women, #3)",eng,3.8,23877
5458,29430007,Harlan Coben,2016.0,Home ,Home (Myron Bolitar #11),eng,4.2,12183
5459,38502,Charles Bukowski,1969.0,Notes of a Dirty Old Man,Notes of a Dirty Old Man,eng,3.99,15443
5461,16171272,James McBride,2013.0,The Good Lord Bird,The Good Lord Bird,eng,3.75,14538
5462,24963,Susan Cooper,1974.0,Greenwitch,"Greenwitch (The Dark Is Rising, #3)",eng,4.0,21364
5463,30065,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006.0,"The Walking Dead, Vol. 5: The Best Defense","The Walking Dead, Vol. 05: The Best Defense",en-GB,4.3,19431
5465,18053782,Abbi Glines,2014.0,"Take a Chance (Chance, #1)","Take a Chance (Rosemary Beach, #7; Chance, #1)",eng,4.15,30690
5466,9975779,Daniel Silva,2011.0,Portrait of a Spy,"Portrait of a Spy (Gabriel Allon, #11)",eng,4.24,16744
5467,501124,Kate Atkinson,2006.0,One Good Turn,"One Good Turn (Jackson Brodie, #2)",en-US,3.79,19384
5468,768878,Clive Barker,2002.0,Abarat,"Abarat (Abarat, #1)",en-US,4.08,20460
5469,35816,Arthur C. Clarke,1987.0,2061: Odyssey Three,"2061: Odyssey Three (Space Odyssey, #3)",eng,3.52,17843
5471,7187395,Richard Paul Evans,2010.0,The Walk,"The Walk (The Walk, #1)",en-US,4.12,16224
5472,6619499,Claudia Gray,2011.0,Afterlife,"Afterlife (Evernight, #4)",en-US,3.8,23780
5473,411527,Nick Hornby,2007.0,Slam,Slam,en-US,3.27,17393
5474,9943270,Robin LaFevers,2013.0,"Dark Triumph (His Fair Assassin, #2)","Dark Triumph (His Fair Assassin, #2)",eng,4.15,28133
5475,18263725,Kwame Alexander,2014.0,The Crossover,The Crossover,eng,4.22,21249
5476,1464757,Andrea Hirata,2007.0,Edensor,"Edensor (Tetralogi Laskar Pelangi, #3)",ind,4.06,11719
5477,139087,Alan Hollinghurst,2004.0,The Line of Beauty,The Line of Beauty,eng,3.7,15844
5478,9792287,Susanna Kearsley,2011.0,The Rose Garden,The Rose Garden,eng,4.01,18553
5479,65684,Frank E. Peretti,2005.0,Monster,Monster,en-US,3.8,17583
5480,93795,Daniel Silva,2002.0,The English Assassin,"The English Assassin (Gabriel Allon, #2)",en-US,4.12,16810
5481,24475,Chuck Klosterman,2006.0,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,en-US,3.85,13892
5483,23093359,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014.0,"The Wicked + The Divine, Vol. 1: The Faust Act","The Wicked + The Divine, Vol. 1: The Faust Act",eng,3.9,25138
5484,17797381,Dean Koontz,2013.0,Innocence,Innocence,eng,3.69,13482
5485,988950,John Sandford,2004.0,Dark of the Moon,"Dark of the Moon (Virgil Flowers, #1)",en-US,4.0,18708
5487,16150831,Alexandra Bracken,2014.0,In The Afterlight,"In The Afterlight (The Darkest Minds, #3)",eng,4.36,25788
5488,12637490,Aimee Carter,2012.0,Goddess Interrupted,"Goddess Interrupted (Goddess Test, #2)",eng,4.02,26286
5490,568476,"Beverly Cleary, Tracy Dockray",1950.0,Henry Huggins,"Henry Huggins (Henry Huggins, #1)",eng,3.97,21823
5491,906541,"Russell Hoban, Garth Williams",1960.0,Bedtime for Frances,Bedtime for Frances,eng,4.14,22865
5493,22055283,Joe Abercrombie,2015.0,Half the World,"Half the World (Shattered Sea, #2)",eng,4.2,12396
5494,10669,Roger Lowenstein,2000.0,When Genius Failed: The Rise and Fall of Long-Term Capital Management,When Genius Failed: The Rise and Fall of Long-Term Capital Management,en-US,4.16,15619
5495,44905,Natalie Goldberg,1986.0,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,eng,4.17,18477
5497,28695,Tad Williams,1996.0,City of Golden Shadow,"City of Golden Shadow (Otherland, #1)",eng,3.9,19334
5498,140097,Charlaine Harris,2007.0,An Ice Cold Grave,"An Ice Cold Grave (Harper Connelly, #3)",eng,3.95,26178
5499,337058,Katherine Paterson,1980.0,Jacob Have I Loved,Jacob Have I Loved,eng,3.64,24920
5500,7134201,"James Patterson, Liza Marklund",2010.0,The Postcard Killers,The Postcard Killers,eng,3.78,18542
5502,23587984,Colleen Hoover,2014.0,Maybe Not,"Maybe Not (Maybe, #1.5)",en-US,4.14,26102
5503,147801,D.J. MacHale,2004.0,Black Water,"Black Water (Pendragon, #5)",eng,4.16,19634
5504,121648,Agatha Christie,1942.0,Five Little Pigs,"Five Little Pigs (Hercule Poirot, #24)",eng,3.95,19618
5505,9265453,China Miéville,2011.0,Embassytown,Embassytown,eng,3.86,17388
5507,3581,Arthur Conan Doyle,1927.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",eng,4.45,17950
5508,246225,Dorothy L. Sayers,1930.0,Strong Poison,"Strong Poison (Lord Peter Wimsey, #6)",eng,4.14,18578
5509,77281,Gary Larson,1984.0,The Far Side Gallery,The Far Side Gallery,eng,4.42,20022
5510,13581990,Julie Kagawa,2013.0,The Eternity Cure,"The Eternity Cure (Blood of Eden, #2)",eng,4.26,27278
5511,238125,J.D. Robb,1998.0,Holiday in Death,"Holiday in Death (In Death, #7)",eng,4.31,24511
5512,16090981,Tarryn Fisher,2013.0,Thief,"Thief (Love Me with Lies, #3)",eng,4.4,28533
5513,166562,Aron Ralston,2004.0,Between a Rock and a Hard Place,Between a Rock and a Hard Place,en-US,3.82,14350
5514,618177,David Gemmell,1984.0,Legend ,"Legend (The Drenai Saga, #1)",en-US,4.25,18260
5516,23223,Meg Cabot,2004.0,"Every Boy's Got One (Boy, #3)","Every Boy's Got One (Boy, #3)",en-GB,3.77,19771
5517,231585,Ann Rule,1987.0,Small Sacrifices: A True Story of Passion and Murder,Small Sacrifices: A True Story of Passion and Murder,eng,4.2,17384
5519,8044557,"Avery Monsen, Jory John",2010.0,All My Friends Are Dead,All My Friends Are Dead,eng,4.24,19423
5520,617526,Matthew Reilly,2007.0,The Six Sacred Stones,"The Six Sacred Stones (Jack West Jr, #2)",eng,4.16,17064
5521,534733,Nora Roberts,1998.0,Rising Tides (Chesapeake Bay Saga #2),"Rising Tides (Chesapeake Bay Saga, #2)",en-US,4.16,23604
5523,35488,"Johnny Cash, Patrick   Carr",1997.0,Cash: The Autobiography of Johnny Cash,Cash,en-US,4.08,15113
5524,115130,Sidney Sheldon,1976.0,A Stranger in the Mirror,A Stranger In The Mirror,eng,3.61,15606
5525,13067,Carl Hiaasen,2005.0,Flush,Flush,en-US,3.86,20076
5526,781787,"Isak Dinesen, Karen Blixen",1937.0,Out of Africa,Out of Africa,eng,3.96,21687
5527,57951,Robert Crais,2007.0,The Watchman,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",en-US,4.1,17637
5528,13530973,Nassim Nicholas Taleb,2012.0,Antifragile: Things That Gain from Disorder,Antifragile: Things That Gain from Disorder,eng,4.04,16184
5530,13259270,Sam Harris,2012.0,Free Will,Free Will,eng,3.83,15647
5531,24529123,Marieke Nijkamp,2016.0,This Is Where It Ends,This Is Where It Ends,eng,3.63,23764
5532,793399,Rachel Vincent,2007.0,Stray,"Stray (Shifters, #1)",eng,3.79,29063
5534,13262061,Rebecca Stead,2012.0,Liar & Spy,Liar & Spy,eng,3.81,18990
5536,5752,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,eng,4.07,15647
5537,866136,Peter F. Hamilton,2007.0,The Dreaming Void,The Dreaming Void,en-US,4.18,16181
5538,5135798,Meg Cabot,2009.0,Being Nikki,"Being Nikki (Airhead, #2)",eng,3.87,25531
5539,104837,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0,The Tragedie of Antony and Cleopatra,Antony and Cleopatra,eng,3.67,20594
5540,303472,Margaret Peterson Haddix,2001.0,"Among the Impostors (Shadow Children, #2)","Among the Impostors (Shadow Children, #2)",en-US,4.05,21629
5541,7775611,Christopher Pike,2010.0,The Eternal Dawn,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",en-US,4.14,17343
5542,169331,Zane,1998.0,Addicted,Addicted,eng,4.26,13677
5543,10677277,Kristen Simmons,2012.0,Article 5,"Article 5 (Article 5, #1)",en-US,3.78,23732
5545,17930773,Laurelin Paige,2013.0,Found in You,"Found in You (Fixed, #2)",eng,4.27,27097
5546,1928873,Lara Adrian,2008.0,Midnight Rising,"Midnight Rising (Midnight Breed, #4)",eng,4.23,26597
5547,21719,Karin Slaughter,2002.0,Kisscut,"Kisscut (Grant County, #2)",eng,4.12,18833
5549,50275,"Hubert Selby Jr., Gilbert Sorrentino",1964.0,Last Exit to Brooklyn,Last Exit to Brooklyn,eng,3.94,15491
5550,53969,"Mario Vargas Llosa, Edith Grossman",2000.0,La fiesta del chivo,The Feast of the Goat,eng,4.22,10961
5551,318404,Jordan Sonnenblick,2004.0,"Drums, Girls & Dangerous Pie","Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",eng,4.25,18551
5552,21412400,Miranda July,2015.0,The First Bad Man,The First Bad Man,eng,3.58,15560
5553,28698,Tad Williams,1993.0,To Green Angel Tower (Storm),"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",eng,4.19,18356
5554,17204860,Jay Crownover,2013.0,Jet,"Jet (Marked Men, #2)",eng,4.09,32332
5555,3656,John Banville,2005.0,The Sea,The Sea,eng,3.49,16558
5556,18656055,"James Patterson, David Ellis",2014.0,Invisible,Invisible,eng,4.05,14518
5557,32434,Dean Koontz,1993.0,Mr. Murder,Mr. Murder,eng,3.72,19904
5558,6933876,Gail Carriger,2010.0,Changeless,"Changeless (Parasol Protectorate, #2)",eng,4.0,30703
5559,185253,L.E. Modesitt Jr.,1991.0,The Magic of Recluce,The Magic of Recluce (The Saga of Recluce #1),eng,3.84,18879
5560,71771,John Jakes,1974.0,"The Bastard (Kent Family Chronicles, Vol. 1)","The Bastard (Kent Family Chronicles, #1)",en-GB,4.09,18287
5561,13330370,Ben H. Winters,2012.0,The Last Policeman,"The Last Policeman (The Last Policeman, #1)",eng,3.76,14725
5562,93269,George R. Stewart,1949.0,Earth Abides,Earth Abides,eng,3.96,17200
5563,136636,"Douglas Preston, Lincoln Child",1999.0,Thunderhead,Thunderhead,eng,4.09,19704
5565,9637479,Thea Harrison,2011.0,Dragon bound,"Dragon Bound (Elder Races, #1)",eng,4.13,29920
5566,77395,L.M. Montgomery,1919.0,Rainbow Valley,"Rainbow Valley (Anne of Green Gables, #7)",eng,4.0,27353
5567,10574,Stephen King,2005.0,The Colorado Kid,The Colorado Kid (Hard Case Crime #13),eng,3.28,19406
5568,351064,"Diane Mowat, W.W. Jacobs",1902.0,The Monkey's Paw,The Monkey's Paw (Oxford Bookworms),eng,3.85,18113
5570,260791,"Jerry Bridges, Foster W. Cline, Jim Fay",1978.0,The Pursuit of Holiness,The Pursuit of Holiness,eng,4.28,14574
5571,674220,Lisa Kleypas,2004.0,Again the Magic ,"Again the Magic (Wallflowers, #0)",eng,4.05,24978
5572,104219,Anne Rivers Siddons,1998.0,Low Country,Low Country,eng,3.96,16364
5573,7558747,Jennifer Donnelly,2010.0,Revolution,Revolution,eng,4.02,20607
5574,60229,Eric S. Nylund,2001.0,The Fall of Reach,Halo: The Fall of Reach,eng,4.25,14525
5577,28251002,Nathan  Hill,2016.0,The Nix,The Nix,eng,4.12,20807
5578,9436632,Sophie Jordan,2011.0,Vanish,"Vanish (Firelight, #2)",en-US,3.95,25947
5579,24494,Bill Watterson,1989.0,The Calvin and Hobbes Lazy Sunday Book,The Calvin and Hobbes Lazy Sunday Book,eng,4.66,18641
5580,48037,J. Sheridan Le Fanu,1872.0,Carmilla,Carmilla,eng,3.83,21582
5581,47619,Garth Nix,2004.0,Drowned Wednesday,"Drowned Wednesday (The Keys to the Kingdom, #3)",en-US,3.85,21267
5582,82434,Melina Marchetta,2003.0,Saving Francesca,Saving Francesca,eng,3.97,24398
5583,13345975,K.A. Linde,2012.0,Avoiding Commitment,"Avoiding Commitment (Avoiding, #1)",eng,3.85,28253
5584,13521399,"James Patterson, Maxine Paetro",2012.0,Confessions of a murder suspect,"Confessions of a Murder Suspect (Confessions, #1)",eng,3.89,19223
5585,156529,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005.0,Y: The Last Man Vol. 6: Girl on Girl,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",eng,4.21,20974
5588,69392,Jerry Spinelli,2003.0,Milkweed,Milkweed,eng,4.0,19461
5590,22326,William Gibson,1993.0,Virtual Light,"Virtual Light (Bridge, #1)",eng,3.84,16273
5591,6404621,Craig Ferguson,2009.0,American on Purpose,American on Purpose: The Improbable Adventures of an Unlikely Patriot,eng,3.96,17033
5592,3240483,Michael J. Fox,2008.0,Always Looking Up: The Adventures of an Incurable Optimist,Always Looking Up: The Adventures of an Incurable Optimist,en-US,3.82,17181
5593,6584134,Sarah MacLean,2010.0,Nine Rules to Break When Romancing a Rake,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",en-US,4.08,27201
5594,12888599,Charlotte Rogan,2012.0,The Lifeboat,The Lifeboat,eng,3.2,18260
5595,538845,"Henryk Sienkiewicz, W.S. Kuniczak",1895.0,Quo vadis?,Quo Vadis,eng,4.13,18466
5596,16068780,Amy Ewing,2014.0,The Jewel,"The Jewel (The Lone City, #1)",eng,3.86,21247
5597,312043,Chris d'Lacey,2001.0,The Fire Within,"The Fire Within (The Last Dragon Chronicles, #1)",eng,3.76,22634
5598,13815,"Raymond E. Feist, Janny Wurts",1990.0,"Servant of the Empire (The Empire Trilogy, #2)","Servant of the Empire (The Empire Trilogy, #2)",eng,4.27,20016
5599,2195309,Nora Roberts,2008.0,The Hollow,"The Hollow (Sign of Seven, #2)",en-US,4.11,23983
5601,22540125,Anna Todd,2013.0,After We Collided,"After We Collided (After, #2)",eng,3.73,16338
5603,38855,Tony Horwitz,1998.0,Confederates in the Attic: Dispatches from the Unfinished Civil War,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng,4.08,16792
5606,144791,Matthew Reilly,2005.0,Seven Ancient Wonders,"Seven Deadly Wonders (Jack West Jr, #1)",eng,4.08,15374
5608,30224,Laurell K. Hamilton,2006.0,Mistral's Kiss,"Mistral's Kiss (Merry Gentry, #5)",en-US,4.03,25340
5610,4497978,Larissa Ione,2009.0,Desire Unchained (Shadow Lover),Desire Unchained (Demonica #2),eng,4.25,26939
5611,21323,"Dean Koontz, Leigh Nichols",2000.0,Cold Fire ; Hideaway; The Key to Midnight,Cold Fire / Hideaway / The Key to Midnight,eng,4.16,17581
5612,7617119,Dan Wells,2009.0,"I Am Not A Serial Killer (John Cleaver, #1)","I Am Not A Serial Killer (John Cleaver, #1)",eng,3.77,18878
5614,84022,Fannie Flagg,1998.0,"Welcome to the World, Baby Girl!","Welcome to the World, Baby Girl! (Elmwood Springs, #1)",eng,3.84,18307
5615,23966,Irvine Welsh,1998.0,Filth,Filth,eng,3.76,16162
5616,47076,Lori Lansens,2005.0,The Girls,The Girls,eng,3.79,16201
5617,28686830,Janet Evanovich,2016.0,Turbo Twenty-Three,"Turbo Twenty-Three (Stephanie Plum, #23)",eng,3.75,15021
5618,30347,Sandra Brown,1999.0,The Alibi,The Alibi,eng,4.03,17729
5619,12408149,Wiley Cash,2012.0,A Land More Kind Than Home,A Land More Kind Than Home,eng,3.84,15318
5620,233722,Ann M. Martin,1986.0,Kristy's Great Idea,"Kristy's Great Idea (The Baby-Sitters Club, #1)",eng,3.94,21952
5623,52415,"Henning Mankell, Steven T. Murray",1996.0,Den femte kvinnan,"The Fifth Woman (Kurt Wallander, #6)",eng,4.02,16094
5624,2845287,Sarah Vowell,2008.0,The Wordy Shipmates,The Wordy Shipmates,en-US,3.66,17541
5625,780581,"Guy de Maupassant, Douglas Parmée",1885.0,Bel-Ami,Bel-Ami,eng,3.81,17016
5626,30043,Norman Maclean,1976.0,A River Runs Through It and Other Stories,A River Runs Through It and Other Stories,eng,4.17,16501
5627,10836813,"María Dueñas, Daniel Hahn",2009.0,El tiempo entre costuras,The Time in Between,eng,4.04,10166
5629,22325,William Gibson,1996.0,Idoru,Idoru (Bridge #2),eng,3.78,16099
5630,15803757,Kristan Higgins,2013.0,The Best Man,"The Best Man (Blue Heron, #1)",eng,3.93,18998
5632,10706120,Jude Watson,2011.0,A King's Ransom,"A King's Ransom (The 39 Clues: Cahills vs. Vespers, #2)",eng,4.14,18168
5633,7054123,Deborah Blum,2010.0,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,The Poisoner's Handbook: Murder and the Birth of Forensic Medicine in Jazz Age New York,en-US,4.0,18997
5634,27083865,Penelope Ward,2016.0,RoomHate,RoomHate,eng,4.07,21136
5635,2954411,Elizabeth Scott,2008.0,Living Dead Girl,Living Dead Girl,en-US,3.83,22014
5637,13412515,Kristen Ashley,2012.0,Law Man,"Law Man (Dream Man, #3)",en-US,4.33,33220
5639,23317538,Brené Brown,2015.0,Rising Strong,Rising Strong,en-GB,4.19,22022
5640,13642963,Alan Bradley,2013.0,Speaking from Among the Bones,"Speaking from Among the Bones (Flavia de Luce, #5)",eng,4.17,21892
5641,5551522,"James Patterson, Maxine Paetro",2009.0,Swimsuit,Swimsuit,eng,3.63,18462
5642,56634,Elisabeth Elliot,1956.0,Through Gates of Splendor,Through Gates of Splendor,en-US,4.38,16487
5643,15832316,Tarryn Fisher,2012.0,Dirty Red,"Dirty Red (Love Me with Lies, #2)",eng,4.22,26888
5644,20958632,Holly Black,2015.0,The Darkest Part of the Forest,The Darkest Part of the Forest,eng,3.91,22992
5645,73095,Susan Elizabeth Phillips,1998.0,Dream a Little Dream,"Dream a Little Dream (Chicago Stars, #4)",en-US,4.18,24117
5647,51113,Gail Tsukiyama,1994.0,The Samurai's Garden,The Samurai's Garden,en-US,4.12,17024
5648,25883848,Sally   Thorne,2016.0,The Hating Game,The Hating Game,eng,4.24,21426
5649,23746004,Julia Heaberlin,2015.0,Black-Eyed Susans,Black-Eyed Susans,eng,3.78,14886
5650,17673307,Penny Reid,2013.0,Neanderthal Seeks Human,"Neanderthal Seeks Human (Knitting in the City, #1)",eng,3.96,29612
5651,9918083,"Scott Westerfeld, Keith Thompson",2011.0,Goliath,"Goliath (Leviathan, #3)",eng,4.25,23911
5653,12922320,Karin Slaughter,2012.0,Criminal,"Criminal (Will Trent, #6)",eng,4.21,18592
5654,19687,Tom Clancy,2000.0,The Bear and the Dragon,"The Bear and the Dragon (Jack Ryan Universe, #11)",en-US,3.79,18399
5655,17707605,Sue Grafton,2013.0,W is for Wasted,"W is for Wasted (Kinsey Millhone, #23)",eng,3.86,17357
5656,101249,Alton Brown,2002.0,I'm Just Here for the Food: Food + Heat = Cooking,I'm Just Here for the Food: Food + Heat = Cooking,en-US,4.21,15870
5658,84135,Sherrilyn Kenyon,2005.0,Sins of the Night,Sins of the Night (Dark-Hunter #7),eng,4.18,28341
5659,10345937,Beth Revis,2013.0,Shades of Earth,"Shades of Earth (Across the Universe, #3)",eng,4.11,24612
5660,13661,Ursula K. Le Guin,1990.0,Tehanu,"Tehanu (Earthsea Cycle, #4)",eng,3.89,19503
5661,13517455,Amy Tintera,2013.0,Reboot,"Reboot (Reboot, #1)",eng,3.92,23300
5662,25065629,Carrie Brownstein,2015.0,Hunger Makes Me a Modern Girl,Hunger Makes Me a Modern Girl,eng,3.88,17102
5663,13533740,Jon Meacham,2012.0,Thomas Jefferson: The Art of Power,Thomas Jefferson: The Art of Power,eng,3.99,18546
5664,16360,Agatha Christie,1936.0,Murder in Mesopotamia,"Murder in Mesopotamia (Hercule Poirot, #14)",eng,3.86,21207
5665,12013,Iain M. Banks,1996.0,Excession,"Excession (Culture, #5)",en-US,4.19,16330
5666,5175,Pearl Cleage,1997.0,What Looks Like Crazy on an Ordinary Day,"What Looks Like Crazy on an Ordinary Day (Idlewild, #1)",eng,3.7,17853
5667,257990,Sue Grafton,1990.0,G is for Gumshoe,"G is for Gumshoe (Kinsey Millhone, #7)",eng,3.9,22311
5668,17333431,David Baldacci,2013.0,King & Maxwell,"King and Maxwell (Sean King & Michelle Maxwell, #6)",eng,4.03,14491
5670,3342764,Trudi Canavan,2009.0,The Magician's Apprentice,"The Magician's Apprentice (Black Magician, #0.5)",eng,3.94,17128
5671,459064,Steven Erikson,2007.0,Reaper's Gale,"Reaper's Gale (The Malazan Book of the Fallen, #7)",eng,4.34,16539
5673,7202841,"Joe Hill, Gabriel Rodríguez",2010.0, Crown of Shadows,"Locke & Key, Vol. 3: Crown of Shadows",en-US,4.41,19683
5675,112518,"Arthur C. Clarke, Gentry Lee",1991.0,"The Garden of Rama (Rama, #3)","The Garden of Rama (Rama, #3)",eng,3.76,16389
5677,133394,Graham Greene,1958.0,Our Man in Havana,Our Man in Havana,eng,3.94,15460
5678,10889279,"Scott Snyder, Jock, Francesco Francavilla, Jared K. Fletcher, Sal Cipriano, David   Baron",2011.0,Batman: The Black Mirror,Batman: The Black Mirror,eng,4.29,15625
5679,9682816,"James Patterson, Marshall Karp",2011.0,Kill Me If You Can,Kill Me If You Can,eng,4.0,16879
5683,1406197,"Laurell K. Hamilton, Laural Merlington",2007.0,A Lick of Frost,"A Lick of Frost (Merry Gentry, #6)",eng,4.12,24148
5684,40289,"Orson Scott Card, James Cameron",1989.0,The Abyss,The Abyss,eng,4.06,16318
5685,8694522,Paula Brackston,1991.0,The Book of Shadows,"The Witch's Daughter (The Witch's Daughter, #1)",en-US,3.54,17694
5687,13083008,Dennis Lehane,2012.0,Live by Night,"Live by Night (Coughlin, #2)",eng,3.89,14275
5688,12908877,Amy Plum,2012.0,Until I Die,"Until I Die (Revenants, #2)",en-US,4.17,24203
5689,11256979,"Richard Dawkins, Dave McKean",2011.0,The Magic of Reality: How We Know What's Really True,The Magic of Reality: How We Know What's Really True,en-US,4.04,14511
5690,35332,"Karen Kingsbury, Gary Smalley",2002.0,Remember,"Remember (Redemption, #2)",eng,4.41,16303
5692,3106441,Christian Lander,2008.0,Stuff White People Like: the Definitive Guide to the Unique Taste of Millions,Stuff White People Like: A Definitive Guide to the Unique Taste of Millions,en-US,3.76,15888
5693,18754961,Nora Roberts,2014.0,Blood Magick,"Blood Magick (The Cousins O'Dwyer Trilogy, #3)",eng,4.06,14167
5694,687215,Stephen R. Donaldson,1977.0,The Power That Preserves,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",eng,3.99,18594
5695,6539596,Marian Keyes,2009.0,The Brightest Star in the Sky,The Brightest Star in the Sky,en-GB,3.65,17413
5696,8428195,Heather Dixon,2011.0,Entwined,Entwined,en-US,3.87,28950
5698,23875,Gabriel García Márquez,1961.0,El coronel no tiene quien le escriba,El coronel no tiene quien le escriba,spa,3.71,13206
5699,6194,J.M. Coetzee,1980.0,Waiting for the Barbarians,Waiting for the Barbarians,eng,3.94,14830
5701,21856367,Walter Isaacson,2014.0,"The Innovators: How a Group of Inventors, Hackers, Geniuses and Geeks Created the Digital Revolution","The Innovators: How a Group of  Hackers, Geniuses and Geeks Created the Digital Revolution",eng,4.03,14890
5702,316558,Deborah Rodriguez,2007.0,Kabul Beauty School: An American Woman Goes Behind the Veil,Kabul Beauty School: An American Woman Goes Behind the Veil,eng,3.63,17002
5703,4630,Ernest Hemingway,1937.0,To Have and Have Not ,To Have and Have Not,eng,3.57,16074
5704,5062,Ken Follett,2001.0,Jackdaws,Jackdaws,eng,3.91,17489
5706,116257,Neal Stephenson,2004.0,The System of the World,"The System of the World (The Baroque Cycle, #3)",en-US,4.3,16106
5707,147243,Ben Mikaelsen,1997.0,Touching Spirit Bear,"Touching Spirit Bear (Spirit Bear, #1)",eng,3.85,17706
5708,15803141,Rachel Kushner,2013.0,The Flamethrowers,The Flamethrowers,eng,3.46,13225
5709,13125234,Jeaniene Frost,2013.0,Twice Tempted ,"Twice Tempted (Night Prince, #2)",en-GB,4.3,26598
5711,18172471,Kiera Cass,2014.0,The Selection Stories: The Prince & The Guard,"The Selection Stories: The Prince & The Guard (The Selection, #0.5, 2.5)",eng,4.03,23695
5712,6474550,Gary Vaynerchuk,2009.0,Crush It!: Why Now Is the Time to Cash in on Your Passion,Crush It!: Why Now Is the Time to Cash In on Your Passion,en-US,3.85,17271
5713,89190,Alastair Reynolds,2003.0,Redemption Ark,Redemption Ark,eng,4.13,16484
5714,1178039,Steve Berry,2007.0,The Venetian Betrayal,"The Venetian Betrayal (Cotton Malone, #3)",en-US,3.94,18403
5715,142080,T.S. Eliot,1963.0,Collected Poems 1909-1962,"Collected Poems, 1909-1962",eng,4.29,17192
5716,219919,Lloyd C. Douglas,1942.0,The Robe,The Robe,en-US,4.2,18903
5718,16158508,Anton DiSclafani,2013.0,The Yonahlossee Riding Camp for Girls,The Yonahlossee Riding Camp for Girls,eng,3.34,15769
5719,19286623,Kylie Scott,2014.0,Lead,"Lead (Stage Dive, #3)",eng,4.32,29239
5720,862350,Kelley Armstrong,2007.0,No Humans Involved,"No Humans Involved (Women of the Otherworld, #7)",eng,4.2,23191
5723,7124475,Jennifer Echols,2010.0,Endless Summer,"Endless Summer (The Boys Next Door, #1-2)",eng,4.02,18438
5726,49245,Willard F. Harley Jr.,1986.0,"Que Necesita El, Que Necesita Ella ","His Needs, Her Needs: Building an Affair-Proof Marriage",eng,4.11,15008
5727,31313,Nora Roberts,2006.0,Dance of the Gods,"Dance of the Gods (Circle Trilogy, #2)",eng,4.13,23060
5728,7129598,Kelly Creagh,2010.0,Nevermore,"Nevermore (Nevermore, #1)",en-US,3.87,24570
5731,7640705,"Jonathan Stroud, Simon  Jones",2010.0,The Ring of Solomon,"The Ring of Solomon (Bartimaeus, #0.5)",eng,4.19,18809
